
rtarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000401000 <_init>:
  401000:	f3 0f 1e fa          	endbr64 
  40245f:	48 8d 35 58 0f 00 00 	lea    0xf58(%rip),%rsi        # 4033be <_IO_stdin_used+0x3be>
  402466:	bf 01 00 00 00       	mov    $0x1,%edi
  40246b:	b8 00 00 00 00       	mov    $0x0,%eax
  402470:	e8 9b ef ff ff       	callq  401410 <__printf_chk@plt>
  402475:	e9 51 ff ff ff       	jmpq   4023cb <notify_server+0x15a>
  40247a:	e8 61 ee ff ff       	callq  4012e0 <__stack_chk_fail@plt>

000000000040247f <validate>:
  40247f:	f3 0f 1e fa          	endbr64 
  402483:	53                   	push   %rbx
  402484:	89 fb                	mov    %edi,%ebx
  402486:	83 3d 7b 40 00 00 00 	cmpl   $0x0,0x407b(%rip)        # 406508 <is_checker>
  40248d:	74 72                	je     402501 <validate+0x82>
  40248f:	39 3d 67 40 00 00    	cmp    %edi,0x4067(%rip)        # 4064fc <vlevel>
  402495:	75 32                	jne    4024c9 <validate+0x4a>
  402497:	8b 15 5b 40 00 00    	mov    0x405b(%rip),%edx        # 4064f8 <check_level>
  40249d:	39 fa                	cmp    %edi,%edx
  40249f:	75 3e                	jne    4024df <validate+0x60>
  4024a1:	0f be 15 80 4c 00 00 	movsbl 0x4c80(%rip),%edx        # 407128 <target_prefix>
  4024a8:	4c 8d 05 71 40 00 00 	lea    0x4071(%rip),%r8        # 406520 <gets_buf>
  4024af:	89 f9                	mov    %edi,%ecx
  4024b1:	48 8d 35 30 0f 00 00 	lea    0xf30(%rip),%rsi        # 4033e8 <_IO_stdin_used+0x3e8>
  4024b8:	bf 01 00 00 00       	mov    $0x1,%edi
  4024bd:	b8 00 00 00 00       	mov    $0x0,%eax
  4024c2:	e8 49 ef ff ff       	callq  401410 <__printf_chk@plt>
  4024c7:	5b                   	pop    %rbx
  4024c8:	c3                   	retq   
  4024c9:	48 8d 3d fa 0e 00 00 	lea    0xefa(%rip),%rdi        # 4033ca <_IO_stdin_used+0x3ca>
  4024d0:	e8 2b ef ff ff       	callq  401400 <puts@plt>
  4024d5:	b8 00 00 00 00       	mov    $0x0,%eax
  4024da:	e8 fe fc ff ff       	callq  4021dd <check_fail>
  4024df:	89 f9                	mov    %edi,%ecx
  4024e1:	48 8d 35 20 10 00 00 	lea    0x1020(%rip),%rsi        # 403508 <_IO_stdin_used+0x508>
  4024e8:	bf 01 00 00 00       	mov    $0x1,%edi
  4024ed:	b8 00 00 00 00       	mov    $0x0,%eax
  4024f2:	e8 19 ef ff ff       	callq  401410 <__printf_chk@plt>
  4024f7:	b8 00 00 00 00       	mov    $0x0,%eax
  4024fc:	e8 dc fc ff ff       	callq  4021dd <check_fail>
  402501:	39 3d f5 3f 00 00    	cmp    %edi,0x3ff5(%rip)        # 4064fc <vlevel>
  402507:	74 1a                	je     402523 <validate+0xa4>
  402509:	48 8d 3d ba 0e 00 00 	lea    0xeba(%rip),%rdi        # 4033ca <_IO_stdin_used+0x3ca>
  402510:	e8 eb ee ff ff       	callq  401400 <puts@plt>
  402515:	89 de                	mov    %ebx,%esi
  402517:	bf 00 00 00 00       	mov    $0x0,%edi
  40251c:	e8 50 fd ff ff       	callq  402271 <notify_server>
  402521:	eb a4                	jmp    4024c7 <validate+0x48>
  402523:	0f be 0d fe 4b 00 00 	movsbl 0x4bfe(%rip),%ecx        # 407128 <target_prefix>
  40252a:	89 fa                	mov    %edi,%edx
  40252c:	48 8d 35 fd 0f 00 00 	lea    0xffd(%rip),%rsi        # 403530 <_IO_stdin_used+0x530>
  402533:	bf 01 00 00 00       	mov    $0x1,%edi
  402538:	b8 00 00 00 00       	mov    $0x0,%eax
  40253d:	e8 ce ee ff ff       	callq  401410 <__printf_chk@plt>
  402542:	89 de                	mov    %ebx,%esi
  402544:	bf 01 00 00 00       	mov    $0x1,%edi
  402549:	e8 23 fd ff ff       	callq  402271 <notify_server>
  40254e:	e9 74 ff ff ff       	jmpq   4024c7 <validate+0x48>

0000000000402553 <fail>:
  402553:	f3 0f 1e fa          	endbr64 
  402557:	48 83 ec 08          	sub    $0x8,%rsp
  40255b:	83 3d a6 3f 00 00 00 	cmpl   $0x0,0x3fa6(%rip)        # 406508 <is_checker>
  402562:	75 11                	jne    402575 <fail+0x22>
  402564:	89 fe                	mov    %edi,%esi
  402566:	bf 00 00 00 00       	mov    $0x0,%edi
  40256b:	e8 01 fd ff ff       	callq  402271 <notify_server>
  402570:	48 83 c4 08          	add    $0x8,%rsp
  402574:	c3                   	retq   
  402575:	b8 00 00 00 00       	mov    $0x0,%eax
  40257a:	e8 5e fc ff ff       	callq  4021dd <check_fail>

000000000040257f <bushandler>:
  40257f:	f3 0f 1e fa          	endbr64 
  402583:	50                   	push   %rax
  402584:	58                   	pop    %rax
  402585:	48 83 ec 08          	sub    $0x8,%rsp
  402589:	83 3d 78 3f 00 00 00 	cmpl   $0x0,0x3f78(%rip)        # 406508 <is_checker>
  402590:	74 16                	je     4025a8 <bushandler+0x29>
  402592:	48 8d 3d 64 0e 00 00 	lea    0xe64(%rip),%rdi        # 4033fd <_IO_stdin_used+0x3fd>
  402599:	e8 62 ee ff ff       	callq  401400 <puts@plt>
  40259e:	b8 00 00 00 00       	mov    $0x0,%eax
  4025a3:	e8 35 fc ff ff       	callq  4021dd <check_fail>
  4025a8:	48 8d 3d b9 0f 00 00 	lea    0xfb9(%rip),%rdi        # 403568 <_IO_stdin_used+0x568>
  4025af:	e8 4c ee ff ff       	callq  401400 <puts@plt>
  4025b4:	48 8d 3d 4c 0e 00 00 	lea    0xe4c(%rip),%rdi        # 403407 <_IO_stdin_used+0x407>
  4025bb:	e8 40 ee ff ff       	callq  401400 <puts@plt>
  4025c0:	be 00 00 00 00       	mov    $0x0,%esi
  4025c5:	bf 00 00 00 00       	mov    $0x0,%edi
  4025ca:	e8 a2 fc ff ff       	callq  402271 <notify_server>
  4025cf:	bf 01 00 00 00       	mov    $0x1,%edi
  4025d4:	e8 67 ed ff ff       	callq  401340 <exit@plt>

00000000004025d9 <seghandler>:
  4025d9:	f3 0f 1e fa          	endbr64 
  4025dd:	50                   	push   %rax
  4025de:	58                   	pop    %rax
  4025df:	48 83 ec 08          	sub    $0x8,%rsp
  4025e3:	83 3d 1e 3f 00 00 00 	cmpl   $0x0,0x3f1e(%rip)        # 406508 <is_checker>
  4025ea:	74 16                	je     402602 <seghandler+0x29>
  4025ec:	48 8d 3d 2a 0e 00 00 	lea    0xe2a(%rip),%rdi        # 40341d <_IO_stdin_used+0x41d>
  4025f3:	e8 08 ee ff ff       	callq  401400 <puts@plt>
  4025f8:	b8 00 00 00 00       	mov    $0x0,%eax
  4025fd:	e8 db fb ff ff       	callq  4021dd <check_fail>
  402602:	48 8d 3d 7f 0f 00 00 	lea    0xf7f(%rip),%rdi        # 403588 <_IO_stdin_used+0x588>
  402609:	e8 f2 ed ff ff       	callq  401400 <puts@plt>
  40260e:	48 8d 3d f2 0d 00 00 	lea    0xdf2(%rip),%rdi        # 403407 <_IO_stdin_used+0x407>
  402615:	e8 e6 ed ff ff       	callq  401400 <puts@plt>
  40261a:	be 00 00 00 00       	mov    $0x0,%esi
  40261f:	bf 00 00 00 00       	mov    $0x0,%edi
  402624:	e8 48 fc ff ff       	callq  402271 <notify_server>
  402629:	bf 01 00 00 00       	mov    $0x1,%edi
  40262e:	e8 0d ed ff ff       	callq  401340 <exit@plt>

0000000000402633 <illegalhandler>:
  402633:	f3 0f 1e fa          	endbr64 
  402637:	50                   	push   %rax
  402638:	58                   	pop    %rax
  402639:	48 83 ec 08          	sub    $0x8,%rsp
  40263d:	83 3d c4 3e 00 00 00 	cmpl   $0x0,0x3ec4(%rip)        # 406508 <is_checker>
  402644:	74 16                	je     40265c <illegalhandler+0x29>
  402646:	48 8d 3d e3 0d 00 00 	lea    0xde3(%rip),%rdi        # 403430 <_IO_stdin_used+0x430>
  40264d:	e8 ae ed ff ff       	callq  401400 <puts@plt>
  402652:	b8 00 00 00 00       	mov    $0x0,%eax
  402657:	e8 81 fb ff ff       	callq  4021dd <check_fail>
  40265c:	48 8d 3d 4d 0f 00 00 	lea    0xf4d(%rip),%rdi        # 4035b0 <_IO_stdin_used+0x5b0>
  402663:	e8 98 ed ff ff       	callq  401400 <puts@plt>
  402668:	48 8d 3d 98 0d 00 00 	lea    0xd98(%rip),%rdi        # 403407 <_IO_stdin_used+0x407>
  40266f:	e8 8c ed ff ff       	callq  401400 <puts@plt>
  402674:	be 00 00 00 00       	mov    $0x0,%esi
  402679:	bf 00 00 00 00       	mov    $0x0,%edi
  40267e:	e8 ee fb ff ff       	callq  402271 <notify_server>
  402683:	bf 01 00 00 00       	mov    $0x1,%edi
  402688:	e8 b3 ec ff ff       	callq  401340 <exit@plt>

000000000040268d <sigalrmhandler>:
  40268d:	f3 0f 1e fa          	endbr64 
  402691:	50                   	push   %rax
  402692:	58                   	pop    %rax
  402693:	48 83 ec 08          	sub    $0x8,%rsp
  402697:	83 3d 6a 3e 00 00 00 	cmpl   $0x0,0x3e6a(%rip)        # 406508 <is_checker>
  40269e:	74 16                	je     4026b6 <sigalrmhandler+0x29>
  4026a0:	48 8d 3d 9d 0d 00 00 	lea    0xd9d(%rip),%rdi        # 403444 <_IO_stdin_used+0x444>
  4026a7:	e8 54 ed ff ff       	callq  401400 <puts@plt>
  4026ac:	b8 00 00 00 00       	mov    $0x0,%eax
  4026b1:	e8 27 fb ff ff       	callq  4021dd <check_fail>
  4026b6:	ba 05 00 00 00       	mov    $0x5,%edx
  4026bb:	48 8d 35 1e 0f 00 00 	lea    0xf1e(%rip),%rsi        # 4035e0 <_IO_stdin_used+0x5e0>
  4026c2:	bf 01 00 00 00       	mov    $0x1,%edi
  4026c7:	b8 00 00 00 00       	mov    $0x0,%eax
  4026cc:	e8 3f ed ff ff       	callq  401410 <__printf_chk@plt>
  4026d1:	be 00 00 00 00       	mov    $0x0,%esi
  4026d6:	bf 00 00 00 00       	mov    $0x0,%edi
  4026db:	e8 91 fb ff ff       	callq  402271 <notify_server>
  4026e0:	bf 01 00 00 00       	mov    $0x1,%edi
  4026e5:	e8 56 ec ff ff       	callq  401340 <exit@plt>

00000000004026ea <launch>:
  4026ea:	f3 0f 1e fa          	endbr64 
  4026ee:	55                   	push   %rbp
  4026ef:	48 89 e5             	mov    %rsp,%rbp
  4026f2:	48 83 ec 10          	sub    $0x10,%rsp
  4026f6:	48 89 fa             	mov    %rdi,%rdx
  4026f9:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
  402700:	00 00 
  402702:	48 89 45 f8          	mov    %rax,-0x8(%rbp)
  402706:	31 c0                	xor    %eax,%eax
  402708:	48 8d 47 17          	lea    0x17(%rdi),%rax
  40270c:	48 89 c1             	mov    %rax,%rcx
  40270f:	48 83 e1 f0          	and    $0xfffffffffffffff0,%rcx
  402713:	48 25 00 f0 ff ff    	and    $0xfffffffffffff000,%rax
  402719:	48 89 e6             	mov    %rsp,%rsi
  40271c:	48 29 c6             	sub    %rax,%rsi
  40271f:	48 89 f0             	mov    %rsi,%rax
  402722:	48 39 c4             	cmp    %rax,%rsp
  402725:	74 12                	je     402739 <launch+0x4f>
  402727:	48 81 ec 00 10 00 00 	sub    $0x1000,%rsp
  40272e:	48 83 8c 24 f8 0f 00 	orq    $0x0,0xff8(%rsp)
  402735:	00 00 
  402737:	eb e9                	jmp    402722 <launch+0x38>
  402739:	48 89 c8             	mov    %rcx,%rax
  40273c:	25 ff 0f 00 00       	and    $0xfff,%eax
  402741:	48 29 c4             	sub    %rax,%rsp
  402744:	48 85 c0             	test   %rax,%rax
  402747:	74 06                	je     40274f <launch+0x65>
  402749:	48 83 4c 04 f8 00    	orq    $0x0,-0x8(%rsp,%rax,1)
  40274f:	48 8d 7c 24 0f       	lea    0xf(%rsp),%rdi
  402754:	48 83 e7 f0          	and    $0xfffffffffffffff0,%rdi
  402758:	be f4 00 00 00       	mov    $0xf4,%esi
  40275d:	e8 8e eb ff ff       	callq  4012f0 <memset@plt>
  402762:	48 8b 05 47 3a 00 00 	mov    0x3a47(%rip),%rax        # 4061b0 <stdin@@GLIBC_2.2.5>
  402769:	48 39 05 80 3d 00 00 	cmp    %rax,0x3d80(%rip)        # 4064f0 <infile>
  402770:	74 3a                	je     4027ac <launch+0xc2>
  402772:	c7 05 80 3d 00 00 00 	movl   $0x0,0x3d80(%rip)        # 4064fc <vlevel>
  402779:	00 00 00 
  40277c:	b8 00 00 00 00       	mov    $0x0,%eax
  402781:	e8 eb f7 ff ff       	callq  401f71 <test>
  402786:	83 3d 7b 3d 00 00 00 	cmpl   $0x0,0x3d7b(%rip)        # 406508 <is_checker>
  40278d:	75 35                	jne    4027c4 <launch+0xda>
  40278f:	48 8d 3d ce 0c 00 00 	lea    0xcce(%rip),%rdi        # 403464 <_IO_stdin_used+0x464>
  402796:	e8 65 ec ff ff       	callq  401400 <puts@plt>
  40279b:	48 8b 45 f8          	mov    -0x8(%rbp),%rax
  40279f:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
  4027a6:	00 00 
  4027a8:	75 30                	jne    4027da <launch+0xf0>
  4027aa:	c9                   	leaveq 
  4027ab:	c3                   	retq   
  4027ac:	48 8d 35 99 0c 00 00 	lea    0xc99(%rip),%rsi        # 40344c <_IO_stdin_used+0x44c>
  4027b3:	bf 01 00 00 00       	mov    $0x1,%edi
  4027b8:	b8 00 00 00 00       	mov    $0x0,%eax
  4027bd:	e8 4e ec ff ff       	callq  401410 <__printf_chk@plt>
  4027c2:	eb ae                	jmp    402772 <launch+0x88>
  4027c4:	48 8d 3d 8e 0c 00 00 	lea    0xc8e(%rip),%rdi        # 403459 <_IO_stdin_used+0x459>
  4027cb:	e8 30 ec ff ff       	callq  401400 <puts@plt>
  4027d0:	b8 00 00 00 00       	mov    $0x0,%eax
  4027d5:	e8 03 fa ff ff       	callq  4021dd <check_fail>
  4027da:	e8 01 eb ff ff       	callq  4012e0 <__stack_chk_fail@plt>

00000000004027df <stable_launch>:
  4027df:	f3 0f 1e fa          	endbr64 
  4027e3:	53                   	push   %rbx
  4027e4:	48 89 3d fd 3c 00 00 	mov    %rdi,0x3cfd(%rip)        # 4064e8 <global_offset>
  4027eb:	41 b9 00 00 00 00    	mov    $0x0,%r9d
  4027f1:	41 b8 00 00 00 00    	mov    $0x0,%r8d
  4027f7:	b9 32 01 00 00       	mov    $0x132,%ecx
  4027fc:	ba 07 00 00 00       	mov    $0x7,%edx
  402801:	be 00 00 10 00       	mov    $0x100000,%esi
  402806:	bf 00 60 58 55       	mov    $0x55586000,%edi
  40280b:	e8 d0 eb ff ff       	callq  4013e0 <mmap@plt>
  402810:	48 89 c3             	mov    %rax,%rbx
  402813:	48 3d 00 60 58 55    	cmp    $0x55586000,%rax
  402819:	75 43                	jne    40285e <stable_launch+0x7f>
  40281b:	48 8d 90 f8 ff 0f 00 	lea    0xffff8(%rax),%rdx
  402822:	48 89 15 07 49 00 00 	mov    %rdx,0x4907(%rip)        # 407130 <stack_top>
  402829:	48 89 e0             	mov    %rsp,%rax
  40282c:	48 89 d4             	mov    %rdx,%rsp
  40282f:	48 89 c2             	mov    %rax,%rdx
  402832:	48 89 15 a7 3c 00 00 	mov    %rdx,0x3ca7(%rip)        # 4064e0 <global_save_stack>
  402839:	48 8b 3d a8 3c 00 00 	mov    0x3ca8(%rip),%rdi        # 4064e8 <global_offset>
  402840:	e8 a5 fe ff ff       	callq  4026ea <launch>
  402845:	48 8b 05 94 3c 00 00 	mov    0x3c94(%rip),%rax        # 4064e0 <global_save_stack>
  40284c:	48 89 c4             	mov    %rax,%rsp
  40284f:	be 00 00 10 00       	mov    $0x100000,%esi
  402854:	48 89 df             	mov    %rbx,%rdi
  402857:	e8 d4 ea ff ff       	callq  401330 <munmap@plt>
  40285c:	5b                   	pop    %rbx
  40285d:	c3                   	retq   
  40285e:	be 00 00 10 00       	mov    $0x100000,%esi
  402863:	48 89 c7             	mov    %rax,%rdi
  402866:	e8 c5 ea ff ff       	callq  401330 <munmap@plt>
  40286b:	b9 00 60 58 55       	mov    $0x55586000,%ecx
  402870:	48 8d 15 a1 0d 00 00 	lea    0xda1(%rip),%rdx        # 403618 <_IO_stdin_used+0x618>
  402877:	be 01 00 00 00       	mov    $0x1,%esi
  40287c:	48 8b 3d 1d 39 00 00 	mov    0x391d(%rip),%rdi        # 4061a0 <stderr@@GLIBC_2.2.5>
  402883:	b8 00 00 00 00       	mov    $0x0,%eax
  402888:	e8 33 ea ff ff       	callq  4012c0 <__fprintf_chk@plt>
  40288d:	bf 01 00 00 00       	mov    $0x1,%edi
  402892:	e8 a9 ea ff ff       	callq  401340 <exit@plt>

0000000000402897 <sigalrm_handler>:
  402897:	f3 0f 1e fa          	endbr64 
  40289b:	50                   	push   %rax
  40289c:	58                   	pop    %rax
  40289d:	48 83 ec 08          	sub    $0x8,%rsp
  4028a1:	b9 00 00 00 00       	mov    $0x0,%ecx
  4028a6:	48 8d 15 a3 0d 00 00 	lea    0xda3(%rip),%rdx        # 403650 <trans_char+0x10>
  4028ad:	be 01 00 00 00       	mov    $0x1,%esi
  4028b2:	48 8b 3d e7 38 00 00 	mov    0x38e7(%rip),%rdi        # 4061a0 <stderr@@GLIBC_2.2.5>
  4028b9:	b8 00 00 00 00       	mov    $0x0,%eax
  4028be:	e8 fd e9 ff ff       	callq  4012c0 <__fprintf_chk@plt>
  4028c3:	bf 01 00 00 00       	mov    $0x1,%edi
  4028c8:	e8 73 ea ff ff       	callq  401340 <exit@plt>

00000000004028cd <WriteMemoryCallback>:
  4028cd:	f3 0f 1e fa          	endbr64 
  4028d1:	41 54                	push   %r12
  4028d3:	55                   	push   %rbp
  4028d4:	53                   	push   %rbx
  4028d5:	49 89 fc             	mov    %rdi,%r12
  4028d8:	48 89 cb             	mov    %rcx,%rbx
  4028db:	48 0f af f2          	imul   %rdx,%rsi
  4028df:	48 89 f5             	mov    %rsi,%rbp
  4028e2:	48 03 71 08          	add    0x8(%rcx),%rsi
  4028e6:	48 8b 39             	mov    (%rcx),%rdi
  4028e9:	48 83 c6 01          	add    $0x1,%rsi
  4028ed:	e8 7e e9 ff ff       	callq  401270 <realloc@plt>
  4028f2:	48 85 c0             	test   %rax,%rax
  4028f5:	74 2e                	je     402925 <WriteMemoryCallback+0x58>
  4028f7:	48 89 03             	mov    %rax,(%rbx)
  4028fa:	48 03 43 08          	add    0x8(%rbx),%rax
  4028fe:	48 89 c7             	mov    %rax,%rdi
  402901:	48 89 ea             	mov    %rbp,%rdx
  402904:	4c 89 e6             	mov    %r12,%rsi
  402907:	e8 54 e9 ff ff       	callq  401260 <memcpy@plt>
  40290c:	48 89 e8             	mov    %rbp,%rax
  40290f:	48 03 43 08          	add    0x8(%rbx),%rax
  402913:	48 89 43 08          	mov    %rax,0x8(%rbx)
  402917:	48 03 03             	add    (%rbx),%rax
  40291a:	c6 00 00             	movb   $0x0,(%rax)
  40291d:	48 89 e8             	mov    %rbp,%rax
  402920:	5b                   	pop    %rbx
  402921:	5d                   	pop    %rbp
  402922:	41 5c                	pop    %r12
  402924:	c3                   	retq   
  402925:	48 8d 3d 4c 0d 00 00 	lea    0xd4c(%rip),%rdi        # 403678 <trans_char+0x38>
  40292c:	e8 cf ea ff ff       	callq  401400 <puts@plt>
  402931:	bd 00 00 00 00       	mov    $0x0,%ebp
  402936:	eb e5                	jmp    40291d <WriteMemoryCallback+0x50>

0000000000402938 <submitr>:
  402938:	f3 0f 1e fa          	endbr64 
  40293c:	41 57                	push   %r15
  40293e:	41 56                	push   %r14
  402940:	41 55                	push   %r13
  402942:	41 54                	push   %r12
  402944:	55                   	push   %rbp
  402945:	53                   	push   %rbx
  402946:	48 83 ec 28          	sub    $0x28,%rsp
  40294a:	49 89 fc             	mov    %rdi,%r12
  40294d:	48 89 f5             	mov    %rsi,%rbp
  402950:	49 89 d5             	mov    %rdx,%r13
  402953:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
  40295a:	00 00 
  40295c:	48 89 44 24 18       	mov    %rax,0x18(%rsp)
  402961:	31 c0                	xor    %eax,%eax
  402963:	bf 03 00 00 00       	mov    $0x3,%edi
  402968:	e8 33 e9 ff ff       	callq  4012a0 <curl_global_init@plt>
  40296d:	e8 7e ea ff ff       	callq  4013f0 <curl_easy_init@plt>
  402972:	48 89 c3             	mov    %rax,%rbx
  402975:	bf 01 00 00 00       	mov    $0x1,%edi
  40297a:	e8 31 ea ff ff       	callq  4013b0 <malloc@plt>
  40297f:	48 89 04 24          	mov    %rax,(%rsp)
  402983:	48 c7 44 24 08 00 00 	movq   $0x0,0x8(%rsp)
  40298a:	00 00 
  40298c:	ba 00 00 00 00       	mov    $0x0,%edx
  402991:	4c 89 e6             	mov    %r12,%rsi
  402994:	48 89 df             	mov    %rbx,%rdi
  402997:	e8 c4 e9 ff ff       	callq  401360 <curl_easy_escape@plt>
  40299c:	49 89 c4             	mov    %rax,%r12
  40299f:	ba 00 00 00 00       	mov    $0x0,%edx
  4029a4:	48 89 ee             	mov    %rbp,%rsi
  4029a7:	48 89 df             	mov    %rbx,%rdi
  4029aa:	e8 b1 e9 ff ff       	callq  401360 <curl_easy_escape@plt>
  4029af:	48 89 c5             	mov    %rax,%rbp
  4029b2:	4d 85 e4             	test   %r12,%r12
  4029b5:	0f 95 c0             	setne  %al
  4029b8:	48 85 ed             	test   %rbp,%rbp
  4029bb:	0f 95 c2             	setne  %dl
  4029be:	84 c2                	test   %al,%dl
  4029c0:	0f 84 bb 01 00 00    	je     402b81 <submitr+0x249>
  4029c6:	48 c7 c6 ff ff ff ff 	mov    $0xffffffffffffffff,%rsi
  4029cd:	b8 00 00 00 00       	mov    $0x0,%eax
  4029d2:	48 89 f1             	mov    %rsi,%rcx
  4029d5:	4c 89 e7             	mov    %r12,%rdi
  4029d8:	f2 ae                	repnz scas %es:(%rdi),%al
  4029da:	48 f7 d1             	not    %rcx
  4029dd:	48 89 ca             	mov    %rcx,%rdx
  4029e0:	48 89 f1             	mov    %rsi,%rcx
  4029e3:	48 89 ef             	mov    %rbp,%rdi
  4029e6:	f2 ae                	repnz scas %es:(%rdi),%al
  4029e8:	48 89 c8             	mov    %rcx,%rax
  4029eb:	48 f7 d0             	not    %rax
  4029ee:	4c 8d 7c 02 58       	lea    0x58(%rdx,%rax,1),%r15
  4029f3:	4c 89 ff             	mov    %r15,%rdi
  4029f6:	e8 b5 e9 ff ff       	callq  4013b0 <malloc@plt>
  4029fb:	49 89 c6             	mov    %rax,%r14
  4029fe:	55                   	push   %rbp
  4029ff:	41 54                	push   %r12
  402a01:	4c 8d 0d a0 0c 00 00 	lea    0xca0(%rip),%r9        # 4036a8 <trans_char+0x68>
  402a08:	4c 8d 05 d9 0c 00 00 	lea    0xcd9(%rip),%r8        # 4036e8 <trans_char+0xa8>
  402a0f:	48 c7 c1 ff ff ff ff 	mov    $0xffffffffffffffff,%rcx
  402a16:	ba 01 00 00 00       	mov    $0x1,%edx
  402a1b:	4c 89 fe             	mov    %r15,%rsi
  402a1e:	48 89 c7             	mov    %rax,%rdi
  402a21:	b8 00 00 00 00       	mov    $0x0,%eax
  402a26:	e8 35 ea ff ff       	callq  401460 <__snprintf_chk@plt>
  402a2b:	4c 89 f2             	mov    %r14,%rdx
  402a2e:	be 12 27 00 00       	mov    $0x2712,%esi
  402a33:	48 89 df             	mov    %rbx,%rdi
  402a36:	b8 00 00 00 00       	mov    $0x0,%eax
  402a3b:	e8 60 e9 ff ff       	callq  4013a0 <curl_easy_setopt@plt>
  402a40:	4c 89 f7             	mov    %r14,%rdi
  402a43:	e8 48 e8 ff ff       	callq  401290 <free@plt>
  402a48:	48 8d 15 7e fe ff ff 	lea    -0x182(%rip),%rdx        # 4028cd <WriteMemoryCallback>
  402a4f:	be 2b 4e 00 00       	mov    $0x4e2b,%esi
  402a54:	48 89 df             	mov    %rbx,%rdi
  402a57:	b8 00 00 00 00       	mov    $0x0,%eax
  402a5c:	e8 3f e9 ff ff       	callq  4013a0 <curl_easy_setopt@plt>
  402a61:	48 8d 54 24 10       	lea    0x10(%rsp),%rdx
  402a66:	be 11 27 00 00       	mov    $0x2711,%esi
  402a6b:	48 89 df             	mov    %rbx,%rdi
  402a6e:	b8 00 00 00 00       	mov    $0x0,%eax
  402a73:	e8 28 e9 ff ff       	callq  4013a0 <curl_easy_setopt@plt>
  402a78:	48 8d 15 b6 0c 00 00 	lea    0xcb6(%rip),%rdx        # 403735 <trans_char+0xf5>
  402a7f:	be 22 27 00 00       	mov    $0x2722,%esi
  402a84:	48 89 df             	mov    %rbx,%rdi
  402a87:	b8 00 00 00 00       	mov    $0x0,%eax
  402a8c:	e8 0f e9 ff ff       	callq  4013a0 <curl_easy_setopt@plt>
  402a91:	48 89 df             	mov    %rbx,%rdi
  402a94:	e8 b7 e8 ff ff       	callq  401350 <curl_easy_perform@plt>
  402a99:	48 83 c4 10          	add    $0x10,%rsp
  402a9d:	85 c0                	test   %eax,%eax
  402a9f:	75 76                	jne    402b17 <submitr+0x1df>
  402aa1:	4c 8b 0c 24          	mov    (%rsp),%r9
  402aa5:	b9 03 00 00 00       	mov    $0x3,%ecx
  402aaa:	48 8d 35 95 0c 00 00 	lea    0xc95(%rip),%rsi        # 403746 <trans_char+0x106>
  402ab1:	4c 89 cf             	mov    %r9,%rdi
  402ab4:	f3 a6                	repz cmpsb %es:(%rdi),%ds:(%rsi)
  402ab6:	41 0f 97 c6          	seta   %r14b
  402aba:	41 80 de 00          	sbb    $0x0,%r14b
  402abe:	45 0f be f6          	movsbl %r14b,%r14d
  402ac2:	45 85 f6             	test   %r14d,%r14d
  402ac5:	0f 85 86 00 00 00    	jne    402b51 <submitr+0x219>
  402acb:	4c 89 e7             	mov    %r12,%rdi
  402ace:	e8 7d e7 ff ff       	callq  401250 <curl_free@plt>
  402ad3:	48 89 ef             	mov    %rbp,%rdi
  402ad6:	e8 75 e7 ff ff       	callq  401250 <curl_free@plt>
  402adb:	48 8b 3c 24          	mov    (%rsp),%rdi
  402adf:	e8 ac e7 ff ff       	callq  401290 <free@plt>
  402ae4:	48 89 df             	mov    %rbx,%rdi
  402ae7:	e8 94 e7 ff ff       	callq  401280 <curl_easy_cleanup@plt>
  402aec:	e8 cf e8 ff ff       	callq  4013c0 <curl_global_cleanup@plt>
  402af1:	48 8b 44 24 18       	mov    0x18(%rsp),%rax
  402af6:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
  402afd:	00 00 
  402aff:	0f 85 ea 00 00 00    	jne    402bef <submitr+0x2b7>
  402b05:	44 89 f0             	mov    %r14d,%eax
  402b08:	48 83 c4 28          	add    $0x28,%rsp
  402b0c:	5b                   	pop    %rbx
  402b0d:	5d                   	pop    %rbp
  402b0e:	41 5c                	pop    %r12
  402b10:	41 5d                	pop    %r13
  402b12:	41 5e                	pop    %r14
  402b14:	41 5f                	pop    %r15
  402b16:	c3                   	retq   
  402b17:	89 c7                	mov    %eax,%edi
  402b19:	e8 02 e8 ff ff       	callq  401320 <curl_easy_strerror@plt>
  402b1e:	49 89 c1             	mov    %rax,%r9
  402b21:	4c 8d 05 e8 0b 00 00 	lea    0xbe8(%rip),%r8        # 403710 <trans_char+0xd0>
  402b28:	48 c7 c1 ff ff ff ff 	mov    $0xffffffffffffffff,%rcx
  402b2f:	ba 01 00 00 00       	mov    $0x1,%edx
  402b34:	be 00 20 00 00       	mov    $0x2000,%esi
  402b39:	4c 89 ef             	mov    %r13,%rdi
  402b3c:	b8 00 00 00 00       	mov    $0x0,%eax
  402b41:	e8 1a e9 ff ff       	callq  401460 <__snprintf_chk@plt>
